BANK_EN,SAVINGSPLAN_EN,SAVINGSPROGRAMBYAGE_EN,SAVINGSPERIOD,INTERESTSDATE,YEAR,MONTH,YEAR_MONTH,RateType,RateValue,IsNegative,AvgRate_ByGroup,Delta_ByGroup
Massad,Fixed Deposit (No Early Withdrawal),Under 18,6 Y - 7 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1344,0.7400
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,6 Y - 7 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.0000,0,1.0722,0.5000
Otsar Ha-Hayal,Deposit with 5-Year Exit Option,Under 18,6 Y - 7 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1131,0.5900
Discount,Deposit with 5-Year Exit Option,Under 18,6 Y - 7 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.7000,0,1.7638,0.7600
International Bank,Deposit with 5-Year Exit Option,Under 18,6 Y - 7 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1131,0.5900
Hapoalim,Deposit with 5-Year Exit Option,Under 18,6 Y - 7 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.9100,0,0.9892,0.1600
Yahav,Deposit with 5-Year Exit Option,Under 18,6 Y - 7 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.0100,0.0000
Leumi,Deposit with 5-Year Exit Option,Under 18,6 Y - 7 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.4500,0,1.5462,0.1500
Mizrahi-Tefahot,Deposit with 5-Year Exit Option,Under 18,6 Y - 7 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.1000,0,1.1811,0.5500
Massad,Deposit with 5-Year Exit Option,Under 18,6 Y - 7 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1131,0.5900
Mercantile Discount,Deposit with 5-Year Exit Option,Under 18,6 Y - 7 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.9000,0,0.9992,0.5500
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,5 Y - 6 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1344,0.7400
Discount,Fixed Deposit (No Early Withdrawal),Under 18,5 Y - 6 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.8200,0,2.0728,2.3900
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,5 Y - 6 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1344,0.7400
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,5 Y - 6 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.9400,0,1.0878,1.2300
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,5 Y - 6 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.0122,0.0500
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,5 Y - 6 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.7000,0,1.7694,0.9000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,5 Y - 6 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.1500,0,1.3278,1.4500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,5 Y - 6 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1344,0.7400
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,5 Y - 6 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.9500,0,1.0722,0.5000
Otsar Ha-Hayal,Deposit with 5-Year Exit Option,Under 18,5 Y - 6 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1131,0.5900
Discount,Deposit with 5-Year Exit Option,Under 18,5 Y - 6 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.7000,0,1.7638,0.7600
International Bank,Deposit with 5-Year Exit Option,Under 18,5 Y - 6 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1131,0.5900
Hapoalim,Deposit with 5-Year Exit Option,Under 18,5 Y - 6 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.8900,0,0.9892,0.1600
Yahav,Deposit with 5-Year Exit Option,Under 18,5 Y - 6 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.0100,0.0000
Leumi,Deposit with 5-Year Exit Option,Under 18,5 Y - 6 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.4500,0,1.5462,0.1500
Mizrahi-Tefahot,Deposit with 5-Year Exit Option,Under 18,5 Y - 6 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.0000,0,1.1811,0.5500
Massad,Deposit with 5-Year Exit Option,Under 18,5 Y - 6 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1131,0.5900
Mercantile Discount,Deposit with 5-Year Exit Option,Under 18,5 Y - 6 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.8500,0,0.9992,0.5500
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,4 Y - 5 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1344,0.7400
Discount,Fixed Deposit (No Early Withdrawal),Under 18,4 Y - 5 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.7700,0,2.0728,2.3900
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,4 Y - 5 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1344,0.7400
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,4 Y - 5 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.9200,0,1.0878,1.2300
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,4 Y - 5 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.0122,0.0500
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,4 Y - 5 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.5500,0,1.7694,0.9000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,4 Y - 5 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.1000,0,1.3278,1.4500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,4 Y - 5 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1344,0.7400
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,4 Y - 5 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.9000,0,1.0722,0.5000
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,3 Y - 4 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1344,0.7400
Discount,Fixed Deposit (No Early Withdrawal),Under 18,3 Y - 4 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.7300,0,2.0728,2.3900
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,3 Y - 4 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1344,0.7400
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,3 Y - 4 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.9200,0,1.0878,1.2300
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,3 Y - 4 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.0122,0.0500
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,3 Y - 4 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.5500,0,1.7694,0.9000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,3 Y - 4 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.0500,0,1.3278,1.4500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,3 Y - 4 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1344,0.7400
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,3 Y - 4 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.9000,0,1.0722,0.5000
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,2 Y - 3 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1344,0.7400
Discount,Fixed Deposit (No Early Withdrawal),Under 18,2 Y - 3 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.6700,0,2.0728,2.3900
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,2 Y - 3 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1344,0.7400
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,2 Y - 3 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.9900,0,1.0878,1.2300
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,2 Y - 3 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0000,0,0.0122,0.0500
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,2 Y - 3 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.5500,0,1.7694,0.9000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,2 Y - 3 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.9000,0,1.3278,1.4500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,2 Y - 3 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1344,0.7400
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,2 Y - 3 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.9000,0,1.0722,0.5000
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,1 Y - 2 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1344,0.7400
Discount,Fixed Deposit (No Early Withdrawal),Under 18,1 Y - 2 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.5800,0,2.0728,2.3900
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,1 Y - 2 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1344,0.7400
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,1 Y - 2 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.0000,0,1.0878,1.2300
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,1 Y - 2 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0000,0,0.0122,0.0500
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,1 Y - 2 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.2500,0,1.7694,0.9000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,1 Y - 2 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.8000,0,1.3278,1.4500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,1 Y - 2 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1344,0.7400
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,1 Y - 2 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.9000,0,1.0722,0.5000
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,0Y - 1Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1344,0.7400
Discount,Fixed Deposit (No Early Withdrawal),Under 18,0Y - 1Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),2.7100,0,2.0728,2.3900
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,0Y - 1Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1344,0.7400
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,0Y - 1Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.5000,0,1.0878,1.2300
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,0Y - 1Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0000,0,0.0122,0.0500
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,0Y - 1Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.1000,0,1.7694,0.9000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,0Y - 1Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.8000,0,1.3278,1.4500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,0Y - 1Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1344,0.7400
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,0Y - 1Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.9000,0,1.0722,0.5000
Otsar Ha-Hayal,One-Time Deposit with Interest Accumulation,Above 18,2 Y - 3 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.2500,0,0.1150,0.2400
Discount,One-Time Deposit with Interest Accumulation,Above 18,2 Y - 3 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.6700,0,1.4413,3.5000
International Bank,One-Time Deposit with Interest Accumulation,Above 18,2 Y - 3 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.2500,0,0.1150,0.2400
Hapoalim,One-Time Deposit with Interest Accumulation,Above 18,2 Y - 3 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.5500,0,1.0375,1.5500
Yahav,One-Time Deposit with Interest Accumulation,Above 18,2 Y - 3 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.0075,0.0100
Leumi,One-Time Deposit with Interest Accumulation,Above 18,2 Y - 3 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.4500,0,0.9900,1.4400
Mizrahi-Tefahot,One-Time Deposit with Interest Accumulation,Above 18,2 Y - 3 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.8500,0,0.5946,0.8400
Massad,One-Time Deposit with Interest Accumulation,Above 18,2 Y - 3 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.2500,0,0.1150,0.2400
Mercantile Discount,One-Time Deposit with Interest Accumulation,Above 18,2 Y - 3 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.9000,0,0.6775,0.8900
Otsar Ha-Hayal,One-Time Deposit with Interest Accumulation,Above 18,1 Y - 2 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.1000,0,0.1150,0.2400
Discount,One-Time Deposit with Interest Accumulation,Above 18,1 Y - 2 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.5800,0,1.4413,3.5000
International Bank,One-Time Deposit with Interest Accumulation,Above 18,1 Y - 2 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.1000,0,0.1150,0.2400
Hapoalim,One-Time Deposit with Interest Accumulation,Above 18,1 Y - 2 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.4500,0,1.0375,1.5500
Yahav,One-Time Deposit with Interest Accumulation,Above 18,1 Y - 2 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.0075,0.0100
Leumi,One-Time Deposit with Interest Accumulation,Above 18,1 Y - 2 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.3000,0,0.9900,1.4400
Mizrahi-Tefahot,One-Time Deposit with Interest Accumulation,Above 18,1 Y - 2 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.7500,0,0.5946,0.8400
Massad,One-Time Deposit with Interest Accumulation,Above 18,1 Y - 2 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.1000,0,0.1150,0.2400
Mercantile Discount,One-Time Deposit with Interest Accumulation,Above 18,1 Y - 2 Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.9000,0,0.6775,0.8900
Otsar Ha-Hayal,One-Time Deposit with Interest Accumulation,Above 18,0Y - 1Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.1000,0,0.1150,0.2400
Discount,One-Time Deposit with Interest Accumulation,Above 18,0Y - 1Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),2.8300,0,1.4413,3.5000
International Bank,One-Time Deposit with Interest Accumulation,Above 18,0Y - 1Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.1000,0,0.1150,0.2400
Hapoalim,One-Time Deposit with Interest Accumulation,Above 18,0Y - 1Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.1500,0,1.0375,1.5500
Yahav,One-Time Deposit with Interest Accumulation,Above 18,0Y - 1Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.0075,0.0100
Leumi,One-Time Deposit with Interest Accumulation,Above 18,0Y - 1Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),1.2000,0,0.9900,1.4400
Mizrahi-Tefahot,One-Time Deposit with Interest Accumulation,Above 18,0Y - 1Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.7500,0,0.5946,0.8400
Massad,One-Time Deposit with Interest Accumulation,Above 18,0Y - 1Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.1000,0,0.1150,0.2400
Mercantile Discount,One-Time Deposit with Interest Accumulation,Above 18,0Y - 1Y,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.9000,0,0.6775,0.8900
Otsar Ha-Hayal,One-Time Deposit with Interest Accumulation,Above 18,0M - 1M,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1150,0.2400
Discount,One-Time Deposit with Interest Accumulation,Above 18,0M - 1M,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.3500,0,1.4413,3.5000
International Bank,One-Time Deposit with Interest Accumulation,Above 18,0M - 1M,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1150,0.2400
Hapoalim,One-Time Deposit with Interest Accumulation,Above 18,0M - 1M,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0000,0,1.0375,1.5500
Yahav,One-Time Deposit with Interest Accumulation,Above 18,0M - 1M,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0000,0,0.0075,0.0100
Leumi,One-Time Deposit with Interest Accumulation,Above 18,0M - 1M,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.9900,1.4400
Mizrahi-Tefahot,One-Time Deposit with Interest Accumulation,Above 18,0M - 1M,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.5946,0.8400
Massad,One-Time Deposit with Interest Accumulation,Above 18,0M - 1M,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.1150,0.2400
Mercantile Discount,One-Time Deposit with Interest Accumulation,Above 18,0M - 1M,2026-02-24,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.6775,0.8900
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,17 Y -18 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),0.7500,0,0.1344,0.7400
Discount,Fixed Deposit (No Early Withdrawal),Under 18,17 Y -18 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),2.3000,0,2.0728,2.3900
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,17 Y -18 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),0.7500,0,0.1344,0.7400
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,17 Y -18 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),1.1900,0,1.0878,1.2300
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,17 Y -18 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),0.0500,0,0.0122,0.0500
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,17 Y -18 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),2.0000,0,1.7694,0.9000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,17 Y -18 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),2.2500,0,1.3278,1.4500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,17 Y -18 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),0.7500,0,0.1344,0.7400
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,17 Y -18 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),1.4000,0,1.0722,0.5000
Otsar Ha-Hayal,Deposit with 5-Year Exit Option,Under 18,17 Y -18 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),0.6000,0,0.1131,0.5900
Discount,Deposit with 5-Year Exit Option,Under 18,17 Y -18 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),1.6700,0,1.7638,0.7600
International Bank,Deposit with 5-Year Exit Option,Under 18,17 Y -18 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),0.6000,0,0.1131,0.5900
Hapoalim,Deposit with 5-Year Exit Option,Under 18,17 Y -18 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),1.0500,0,0.9892,0.1600
Yahav,Deposit with 5-Year Exit Option,Under 18,17 Y -18 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.0100,0.0000
Leumi,Deposit with 5-Year Exit Option,Under 18,17 Y -18 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),1.6000,0,1.5462,0.1500
Mizrahi-Tefahot,Deposit with 5-Year Exit Option,Under 18,17 Y -18 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),1.4500,0,1.1811,0.5500
Massad,Deposit with 5-Year Exit Option,Under 18,17 Y -18 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),0.6000,0,0.1131,0.5900
Mercantile Discount,Deposit with 5-Year Exit Option,Under 18,17 Y -18 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),1.4000,0,0.9992,0.5500
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,16 Y -17 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),0.7500,0,0.1344,0.7400
Discount,Fixed Deposit (No Early Withdrawal),Under 18,16 Y -17 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),2.2700,0,2.0728,2.3900
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,16 Y -17 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),0.7500,0,0.1344,0.7400
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,16 Y -17 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),1.1700,0,1.0878,1.2300
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,16 Y -17 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),0.0200,0,0.0122,0.0500
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,16 Y -17 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),2.0000,0,1.7694,0.9000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,16 Y -17 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),1.7500,0,1.3278,1.4500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,16 Y -17 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),0.7500,0,0.1344,0.7400
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,16 Y -17 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),1.2000,0,1.0722,0.5000
Otsar Ha-Hayal,Deposit with 5-Year Exit Option,Under 18,16 Y -17 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),0.6000,0,0.1131,0.5900
Discount,Deposit with 5-Year Exit Option,Under 18,16 Y -17 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),1.6700,0,1.7638,0.7600
International Bank,Deposit with 5-Year Exit Option,Under 18,16 Y -17 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),0.6000,0,0.1131,0.5900
Hapoalim,Deposit with 5-Year Exit Option,Under 18,16 Y -17 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),1.0400,0,0.9892,0.1600
Yahav,Deposit with 5-Year Exit Option,Under 18,16 Y -17 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),0.0100,0,0.0100,0.0000
Leumi,Deposit with 5-Year Exit Option,Under 18,16 Y -17 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),1.6000,0,1.5462,0.1500
Mizrahi-Tefahot,Deposit with 5-Year Exit Option,Under 18,16 Y -17 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),1.2500,0,1.1811,0.5500
Massad,Deposit with 5-Year Exit Option,Under 18,16 Y -17 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),0.6000,0,0.1131,0.5900
Mercantile Discount,Deposit with 5-Year Exit Option,Under 18,16 Y -17 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),1.1000,0,0.9992,0.5500
Otsar Ha-Hayal,Fixed Deposit (No Early Withdrawal),Under 18,15 Y -16 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),0.2500,0,0.1344,0.7400
Discount,Fixed Deposit (No Early Withdrawal),Under 18,15 Y -16 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),2.2300,0,2.0728,2.3900
International Bank,Fixed Deposit (No Early Withdrawal),Under 18,15 Y -16 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),0.2500,0,0.1344,0.7400
Hapoalim,Fixed Deposit (No Early Withdrawal),Under 18,15 Y -16 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),1.1600,0,1.0878,1.2300
Yahav,Fixed Deposit (No Early Withdrawal),Under 18,15 Y -16 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),0.0200,0,0.0122,0.0500
Leumi,Fixed Deposit (No Early Withdrawal),Under 18,15 Y -16 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),2.0000,0,1.7694,0.9000
Mizrahi-Tefahot,Fixed Deposit (No Early Withdrawal),Under 18,15 Y -16 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),1.7500,0,1.3278,1.4500
Massad,Fixed Deposit (No Early Withdrawal),Under 18,15 Y -16 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),0.2500,0,0.1344,0.7400
Mercantile Discount,Fixed Deposit (No Early Withdrawal),Under 18,15 Y -16 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),1.2100,0,1.0722,0.5000
Otsar Ha-Hayal,Deposit with 5-Year Exit Option,Under 18,15 Y -16 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),0.0500,0,0.1131,0.5900
Discount,Deposit with 5-Year Exit Option,Under 18,15 Y -16 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),1.6700,0,1.7638,0.7600
International Bank,Deposit with 5-Year Exit Option,Under 18,15 Y -16 Y,2026-02-22,2026,2,2026-02,Fixed (CPI-Linked),0.0500,0,0.1131,0.5900
